pmid;pmcid;doi;publisher_id;journal;journal_domain;journal_field;journal_subfield;n_authors;is_plos;is_bmc;title;n_references_tot;n_references;has_das;das_encouraged;das_required;das;p_year;p_month;has_month;n_cit_2;n_cit_3;n_cit_5;n_cit_tot;h_index_min;h_index_max;h_index_mean;h_index_median
23786662;3699381;10.1186/1471-2350-14-62;1471-2350-14-62;BMC Medical Genetics;Health Sciences;Biomedical Research;Genetics & Heredity;7;False;True;Systematic identification of DNA variants associated with ultraviolet radiation using a novel Geographic-Wide Association Study (GeoWAS);23;16;False;True;False;;2013;6;True;0;0;0;0;0;0;0.000;0.000
18522728;2481499;10.1186/bcr2103;bcr2103;Breast Cancer Research : BCR;Health Sciences;Clinical Medicine;Oncology & Carcinogenesis;7;False;True;Expression of the epidermal growth factor receptor (EGFR) and the phosphorylated EGFR in invasive breast carcinomas;37;35;False;False;False;;2008;6;True;0;0;0;0;0;0;0.000;0.000
19077257;2615440;10.1186/1472-6963-8-255;1472-6963-8-255;BMC Health Services Research;Health Sciences;Public Health & Health Services;Health Policy & Services;3;False;True;Quality and availability of consumer information on heart failure in Australia;20;18;False;False;False;;2008;7;True;0;0;0;0;0;0;0.000;0.000
25003997;4086977;10.1371/journal.pone.0101876;PONE-D-13-43865;PLoS ONE;General;General Science & Technology;General Science & Technology;1;True;False;Leaf Dry Matter Content Predicts Herbivore Productivity, but Its Functional Diversity Is Positively Related to Resilience in Grasslands;45;11;False;True;True;;2014;7;True;0;0;0;0;0;0;0.000;0.000
28414775;5393878;10.1371/journal.pone.0175962;PONE-D-16-42521;PLoS ONE;General;General Science & Technology;General Science & Technology;9;True;False;Xp11.22 deletions encompassing CENPVL1, CENPVL2, MAGED1 and GSPT2 as a cause of syndromic X-linked intellectual disability;58;58;True;True;True;All relevant data are within the paper and its Supporting Information files.;2017;4;True;0;0;0;0;0;0;0.000;0.000
16571130;1450304;10.1186/1471-2105-7-177;1471-2105-7-177;BMC Bioinformatics;Applied Sciences;Enabling & Strategic Technologies;Bioinformatics;5;False;True;Identifying metabolic enzymes with multiple types of association evidence;63;53;False;False;False;;2006;3;True;0;0;0;0;0;0;0.000;0.000
29084530;5663083;10.1186/s12894-017-0289-0;289;BMC Urology;Health Sciences;Clinical Medicine;Urology & Nephrology;5;False;True;Role of calcifying nanoparticles in the development of testicular microlithiasis in vivo;15;13;True;True;True;All datasets on which the conclusions of the manuscript rely are available from the corresponding author on reasonable request.;2017;7;True;0;0;0;0;0;0;0.000;0.000
26945746;4779564;10.1186/s12879-016-1422-5;1422;BMC Infectious Diseases;Health Sciences;Biomedical Research;Microbiology;20;False;True;HealthMap: a cluster randomised trial of interactive health plans and self-management support to prevent coronary heart disease in people with HIV;62;56;False;True;True;;2016;3;True;0;0;0;0;0;0;0.000;0.000
24386223;3873945;10.1371/journal.pone.0083534;PONE-D-13-29434;PLoS ONE;General;General Science & Technology;General Science & Technology;10;True;False;Prediction of Hand Trajectory from Electrocorticography Signals in Primary Motor Cortex;45;38;False;False;False;;2013;7;True;0;0;0;0;0;0;0.000;0.000
21992707;3207885;10.1186/1477-7517-8-27;1477-7517-8-27;Harm Reduction Journal;Health Sciences;Public Health & Health Services;Substance Abuse;6;False;True;The acceptability of nicotine containing products as alternatives to cigarettes: findings from two pilot studies;9;9;False;False;False;;2011;7;True;0;0;0;0;0;0;0.000;0.000
28837696;5587335;10.1371/journal.ppat.1006592;PPATHOGENS-D-17-00951;PLoS Pathogens;Health Sciences;Biomedical Research;Virology;8;True;False;The macrophage cytoskeleton acts as a contact sensor upon interaction with Entamoeba histolytica to trigger IL-1β secretion;61;55;True;True;True;All relevant data are within the paper and its Supporting Information files.;2017;8;True;0;0;0;0;0;0;0.000;0.000
26109198;4479071;10.1186/s13019-015-0290-1;290;Journal of Cardiothoracic Surgery;Health Sciences;Clinical Medicine;Respiratory System;7;False;True;Right intra lobar pulmonary sequestration with feeding artery arising from abdominal aorta: a case report;8;5;False;True;True;;2015;6;True;0;0;0;0;0;0;0.000;0.000
27655080;5031353;10.1186/s12873-016-0103-4;103;BMC Emergency Medicine;Health Sciences;Clinical Medicine;Emergency & Critical Care Medicine;5;False;True;Outcomes associated with observation versus short-stay admission among chest pain patients in the Veterans Health Administration;9;7;True;True;True;Data will not be shared. The data used in this study contain protected health information, and their access requires appropriate authorization from the U.S. Department of Veterans Affairs.;2016;7;True;0;0;0;0;0;0;0.000;0.000
24763754;3999150;10.1371/journal.pone.0095932;PONE-D-13-48276;PLoS ONE;General;General Science & Technology;General Science & Technology;4;True;False;Skeletal Muscle Characterization of Japanese Quail Line Selectively Bred for Lower Body Weight as an Avian Model of Delayed Muscle Growth with Hypoplasia;57;40;False;True;True;;2014;4;True;0;0;0;0;0;0;0.000;0.000
19096523;2599887;10.1371/journal.pone.0003983;08-PONE-RA-05853R1;PLoS ONE;General;General Science & Technology;General Science & Technology;5;True;False;Statistical Significance of Precisely Repeated Intracellular Synaptic Patterns;27;24;False;False;False;;2008;7;True;0;0;0;0;0;0;0.000;0.000
28810830;5558714;10.1186/s12862-017-1036-6;1036;BMC Evolutionary Biology;Natural Sciences;Biology;Evolutionary Biology;7;False;True;Annotating long intergenic non-coding RNAs under artificial selection during chicken domestication;101;88;True;True;True;The 48 chicken projects encompassing 715 RNA-seq data were downloaded from NCBI website (http://www.ncbi.nlm.nih.gov/). The 738 genome re-sequencing data and 195 RNA-Seq data in chicken were obtained from unpublished projects within our laboratory. Detailed descriptions of the 2601 genome-wide significant SNPs collected from 20 previous GWAS are presented in Additional file 12. Detailed feature information of the 4754 lincRNA genes is provided in Additional file 17. The information of proximal protein-coding genes of lincRNAs is deposited in Additional file 18.;2017;7;True;0;0;0;0;0;0;0.000;0.000
27793141;5084346;10.1186/s12889-016-3794-2;3794;BMC Public Health;Health Sciences;Public Health & Health Services;Public Health;5;False;True;Improving the well-being of children and youths: a randomized multicomponent, school-based, physical activity intervention;58;47;True;True;True;The datasets collected and/or analyzed during the current study are available from the corresponding authors upon reasonable request.;2016;7;True;0;0;0;0;0;0;0.000;0.000
25948282;4429836;10.1186/s12920-015-0092-2;92;BMC Medical Genomics;Health Sciences;Biomedical Research;Genetics & Heredity;7;False;True;New recurrent BRCA1/2 mutations in Polish patients with familial breast/ovarian cancer detected by next generation sequencing;55;54;False;True;True;;2015;5;True;0;0;0;0;0;0;0.000;0.000
25714432;4340961;10.1371/journal.pone.0118455;PONE-D-14-28638;PLoS ONE;General;General Science & Technology;General Science & Technology;2;True;False;Environmental Gradients Explain Species Richness and Community Composition of Coastal Breeding Birds in the Baltic Sea;53;19;True;True;True;The authors confirm that all data underlying the findings are fully available without restriction. All relevant data are within S1 Datafile.;2015;2;True;0;0;0;0;0;0;0.000;0.000
;4474649;10.1186/2047-2994-4-S1-I2;2047-2994-4-S1-I2;Antimicrobial Resistance and Infection Control;;;;3;False;True;Structure-based optimization and discovery of novel 1,3,5-triazine derivatives as bacterial translation inhibitor with favourable metabolic fate;1;1;False;True;True;;2015;6;True;0;0;0;0;0;0;0.000;0.000
26397373;4580577;10.1371/journal.pone.0138666;PONE-D-15-16766;PLoS ONE;General;General Science & Technology;General Science & Technology;3;True;False;Spatiotemporal Characteristics, Determinants and Scenario Analysis of CO2 Emissions in China Using Provincial Panel Data;73;1;True;True;True;All relevant data are within the paper and its Supporting Information files.;2015;7;True;0;0;0;0;0;0;0.000;0.000
18803848;2564952;10.1186/1756-0500-1-86;1756-0500-1-86;BMC Research Notes;Applied Sciences;Enabling & Strategic Technologies;Bioinformatics;4;False;True;Mutation screening of CHD5 in melanoma-prone families linked to 1p36 revealed no deleterious coding or splice site changes;25;23;False;False;False;;2008;7;True;0;0;0;0;0;0;0.000;0.000
28954628;5618722;10.1186/s12864-017-4084-9;4084;BMC Genomics;Applied Sciences;Enabling & Strategic Technologies;Bioinformatics;5;False;True;Transcriptome analysis reveals differences in mechanisms regulating cessation of luteal function in pregnant and non-pregnant dogs;60;56;True;True;True;Please contact authors for data requests.;2017;7;True;0;0;0;0;0;0;0.000;0.000
23082967;3508949;10.1186/1472-6963-12-363;1472-6963-12-363;BMC Health Services Research;Health Sciences;Public Health & Health Services;Health Policy & Services;3;False;True;Assessing effectiveness of a community based health insurance in rural Burkina Faso;24;20;False;False;False;;2012;7;True;0;0;0;0;0;0;0.000;0.000
27563281;4997666;10.1186/s12912-016-0171-5;171;BMC Nursing;Health Sciences;Public Health & Health Services;Nursing;4;False;True;Ambiguous participation in older hospitalized patients: gaining influence through active and passive approaches-a qualitative study;43;30;True;True;True;The dataset analysed during the current study are available from the corresponding author on reasonable request.;2016;7;True;0;0;0;0;0;0;0.000;0.000
;3240239;10.1186/1471-2202-12-S1-P144;1471-2202-12-S1-P144;BMC Neuroscience;Health Sciences;Clinical Medicine;Neurology & Neurosurgery;4;False;True;Correlation transmission of spiking neurons is boosted by synchronous input;8;7;False;False;False;;2011;7;True;0;0;0;0;0;0;0.000;0.000
18612412;2440506;10.1371/journal.pone.0002584;08-PONE-RA-04182R1;PLoS ONE;General;General Science & Technology;General Science & Technology;5;True;False;The Pleiotropic Effects of Simvastatin on Retinal Microvascular Endothelium Has Important Implications for Ischaemic Retinopathies;46;45;False;False;False;;2008;7;True;0;0;0;0;0;0;0.000;0.000
27846866;5109638;10.1186/s13071-016-1874-x;1874;Parasites & Vectors;Health Sciences;Biomedical Research;Mycology & Parasitology;8;False;True;Erratum to: First meeting “Cystic echinococcosis in Chile, update in alternatives for control and diagnostics in animals and humans”;1;1;False;True;True;;2016;7;True;0;0;0;0;0;0;0.000;0.000
21708030;3141759;10.1186/1471-2261-11-37;1471-2261-11-37;BMC Cardiovascular Disorders;Health Sciences;Clinical Medicine;Cardiovascular System & Hematology;6;False;True;Renal function at the time of a myocardial infarction maintains prognostic value for more than 10 years;46;42;False;False;False;;2011;6;True;0;0;0;0;0;0;0.000;0.000
22846342;3490821;10.1186/1476-0711-11-22;1476-0711-11-22;Annals of Clinical Microbiology and Antimicrobials;Health Sciences;Biomedical Research;Microbiology;7;False;True;Antibacterial activity of plasma from crocodile (Crocodylus siamensis) against pathogenic bacteria;25;22;False;True;False;;2012;7;True;0;0;0;0;0;0;0.000;0.000
22004344;3229467;10.1186/1471-2474-12-238;1471-2474-12-238;BMC Musculoskeletal Disorders;Health Sciences;Clinical Medicine;Orthopedics;12;False;True;Amsterdam wrist rules: A clinical decision aid;9;8;False;False;False;;2011;7;True;0;0;0;0;0;0;0.000;0.000
21861881;3171731;10.1186/1471-2105-12-352;1471-2105-12-352;BMC Bioinformatics;Applied Sciences;Enabling & Strategic Technologies;Bioinformatics;3;False;True;Improving the prediction of protein binding sites by combining heterogeneous data and Voronoi diagrams;38;33;False;False;False;;2011;7;True;0;0;0;0;0;0;0.000;0.000
24747725;3991641;10.1371/journal.pone.0094556;PONE-D-13-40140;PLoS ONE;General;General Science & Technology;General Science & Technology;5;True;False;Proliferation Potential of Müller Glia after Retinal Damage Varies between Mouse Strains;88;88;False;True;True;;2014;4;True;0;0;0;0;0;0;0.000;0.000
16584575;1489940;10.1186/1475-2875-5-29;1475-2875-5-29;Malaria Journal;Health Sciences;Clinical Medicine;Tropical Medicine;6;False;True;Rapid Urban Malaria Appraisal (RUMA) III: epidemiology of urban malaria in the municipality of Yopougon (Abidjan);22;9;False;False;False;;2006;4;True;0;0;0;0;0;0;0.000;0.000
26684747;4684601;10.1186/s12889-015-2603-7;2603;BMC Public Health;Health Sciences;Public Health & Health Services;Public Health;7;False;True;Design and respondent selection of a population-based study on associations between breast cancer screening, lifestyle and quality of life;32;25;False;True;True;;2015;7;True;0;0;0;0;0;0;0.000;0.000
23244394;3541113;10.1186/1824-7288-38-72;1824-7288-38-72;Italian Journal of Pediatrics;;;;5;False;True;Should a hospitalized child receive empiric treatment with acyclovir?;21;20;False;False;False;;2012;7;True;0;0;0;0;0;0;0.000;0.000
20652018;2907292;10.1371/journal.pbio.1000432;10-PLBI-RA-5842R2;PLoS Biology;Health Sciences;Biomedical Research;Developmental Biology;5;True;False;Multiple Molecular Mechanisms Cause Reproductive Isolation between Three Yeast Species;71;61;False;False;False;;2010;7;True;0;0;0;0;0;0;0.000;0.000
26237402;4523213;10.1371/journal.pone.0134711;PONE-D-15-14388;PLoS ONE;General;General Science & Technology;General Science & Technology;6;True;False;Serious Adverse Events in the Canadian Registry of Children Receiving Palivizumab (CARESS) for Respiratory Syncytial Virus Prevention;47;39;True;True;True;Requests by qualified researchers for analysis of the data can be directed to the corresponding author of this paper, where it will be duly considered for approval by the CARESS steering committee.;2015;7;True;0;0;0;0;0;0;0.000;0.000
25015112;4227004;10.1186/cc13988;cc13988;Critical Care;Health Sciences;Clinical Medicine;Emergency & Critical Care Medicine;6;False;True;Comparison of clinical outcome variables in patients with and without etomidate-facilitated anesthesia induction ahead of major cardiac surgery: a retrospective analysis;36;35;False;False;False;;2014;7;True;0;0;0;0;0;0;0.000;0.000
23468625;3585151;10.1371/journal.ppat.1003183;PPATHOGENS-D-12-02132;PLoS Pathogens;Health Sciences;Biomedical Research;Virology;9;True;False;Poxvirus Targeting of E3 Ligase β-TrCP by Molecular Mimicry: A Mechanism to Inhibit NF-κB Activation and Promote Immune Evasion and Virulence;71;69;False;False;False;;2013;2;True;0;0;0;0;0;0;0.000;0.000
28655315;5488356;10.1186/s12879-017-2552-0;2552;BMC Infectious Diseases;Health Sciences;Biomedical Research;Microbiology;9;False;True;Comparison of apoptosis in human primary pulmonary endothelial cells and a brain microvascular endothelial cell line co-cultured with Plasmodium falciparum field isolates;34;30;True;True;True;The datasets supporting the conclusions of this article are available in the Table 1 of the manuscript.;2017;6;True;0;0;0;0;0;0;0.000;0.000
24195705;3827845;10.1186/1471-2377-13-165;1471-2377-13-165;BMC Neurology;Health Sciences;Clinical Medicine;Neurology & Neurosurgery;45;False;True;COSMIC (Cohort Studies of Memory in an International Consortium): An international consortium to identify risk and protective factors and biomarkers of cognitive ageing and dementia in diverse ethnic and sociocultural groups;40;32;False;True;False;;2013;7;True;0;0;0;0;0;0;0.000;0.000
26830203;4736697;10.1186/s13071-016-1338-3;1338;Parasites & Vectors;Health Sciences;Biomedical Research;Mycology & Parasitology;7;False;True;Distribution of Angiostrongylus vasorum and its gastropod intermediate hosts along the rural–urban gradient in two cities in the United Kingdom, using real time PCR;46;34;False;True;True;;2016;2;True;0;0;0;0;0;0;0.000;0.000
27821105;5100335;10.1186/s12904-016-0162-z;162;BMC Palliative Care;Health Sciences;Public Health & Health Services;Gerontology;6;False;True;Interventions and decision-making at the end of life: the effect of establishing the terminal illness situation;42;37;True;True;True;The datasets generated and/or analysed during the current study are not publicly available due individual privacy but are available from the corresponding author on reasonable request.;2016;7;True;0;0;0;0;0;0;0.000;0.000
24742374;4021067;10.1186/1471-2121-15-13;1471-2121-15-13;BMC Cell Biology;Health Sciences;Biomedical Research;Biochemistry & Molecular Biology;3;False;True;RasG signaling is important for optimal folate chemotaxis in Dictyostelium;34;32;False;True;False;;2014;4;True;0;0;0;0;0;0;0.000;0.000
27112344;4845305;10.1186/s12913-016-1406-6;1406;BMC Health Services Research;Health Sciences;Public Health & Health Services;Health Policy & Services;3;False;True;Can a pharmacy intervention improve the metabolic risks of mental health patients? Evaluation of a novel collaborative service;25;14;True;True;True;The raw data are not published in order to protect the identity of participants. Requests for de-identified raw data will be considered by the authors.;2016;4;True;0;0;0;0;0;0;0.000;0.000
24498432;3912164;10.1371/journal.pone.0088135;PONE-D-13-48891;PLoS ONE;General;General Science & Technology;General Science & Technology;10;True;False;Telomere Length in Peripheral Blood Leukocytes Is Associated with Risk of Colorectal Cancer in Chinese Population;49;49;False;False;False;;2014;2;True;0;0;0;0;0;0;0.000;0.000
25184410;4153590;10.1371/journal.pone.0106374;PONE-D-14-15272;PLoS ONE;General;General Science & Technology;General Science & Technology;5;True;False;Herbivore Body Condition Response in Altered Environments: Mule Deer and Habitat Management;37;5;True;True;True;The authors confirm that all data underlying the findings are fully available without restriction. All relevant data are within the Supporting Information files.;2014;7;True;0;0;0;0;0;0;0.000;0.000
26599462;4658007;10.1371/journal.pone.0143556;PONE-D-15-27740;PLoS ONE;General;General Science & Technology;General Science & Technology;3;True;False;Molecular Characterisation and Diagnosis of Root-Knot Nematodes (Meloidogyne spp.) from Turfgrasses in North Carolina, USA;49;10;True;True;True;DNA sequences are available from GenBank, and accession numbers are within the paper. All other data are within the paper.;2015;7;True;0;0;0;0;0;0;0.000;0.000
28405461;5382497;10.1186/s40813-016-0048-8;48;Porcine Health Management;;;;6;False;True;Feed additives decrease survival of delta coronavirus in nursery pig diets;23;16;True;True;True;Please contact author for data requests.;2017;1;True;0;0;0;0;0;0;0.000;0.000
26147392;4493132;10.1371/journal.pone.0132473;PONE-D-15-06010;PLoS ONE;General;General Science & Technology;General Science & Technology;4;True;False;Weight Watching and the Effect of Landscape on Honeybee Colony Productivity: Investigating the Value of Colony Weight Monitoring for the Beekeeping Industry;43;20;True;True;True;Raw data are available from the danish bee association at http://www.biavl.dk/ under the 'Honningmeter' label. Or www.mybees.buzz and www.stadev%c3%a6gt.dk/;2015;7;True;0;0;0;0;0;0;0.000;0.000
;4436269;10.1186/1471-2202-8-S2-P8;1471-2202-8-S2-P8;BMC Neuroscience;Health Sciences;Clinical Medicine;Neurology & Neurosurgery;2;False;True;Open source simulation of the pyloric network;3;1;False;False;False;;2007;7;True;0;0;0;0;0;0;0.000;0.000
21167020;3022906;10.1186/1471-2229-10-279;1471-2229-10-279;BMC Plant Biology;Natural Sciences;Biology;Plant Biology & Botany;3;False;True;Characterization of singlet oxygen-accumulating mutants isolated in a screen for altered oxidative stress response in Chlamydomonas reinhardtii;46;45;False;False;False;;2010;7;True;0;0;0;0;0;0;0.000;0.000
23714120;3671204;10.1186/1472-6947-13-61;1472-6947-13-61;BMC Medical Informatics and Decision Making;Applied Sciences;Information & Communication Technologies;Medical Informatics;4;False;True;The usability and preliminary effectiveness of a web-based physical activity intervention in patients with knee and/or hip osteoarthritis;44;31;False;True;False;;2013;5;True;0;0;0;0;0;0;0.000;0.000
28346470;5367787;10.1371/journal.pone.0174069;PONE-D-16-45880;PLoS ONE;General;General Science & Technology;General Science & Technology;4;True;False;Relationship of microbial communities and suppressiveness of Trichoderma fortified composts for pepper seedlings infected by Phytophthora nicotianae;56;30;True;True;True;All sequences files are available from the NCBI database (accession number(s) SAMN 05361899/900/901/902/903/904/905/906).;2017;3;True;0;0;0;0;0;0;0.000;0.000
25079947;4117502;10.1371/journal.pone.0103343;PONE-D-13-29527;PLoS ONE;General;General Science & Technology;General Science & Technology;9;True;False;Comparison of the Rhizosphere Bacterial Communities of Zigongdongdou Soybean and a High-Methionine Transgenic Line of This Cultivar;90;62;False;True;True;;2014;7;True;0;0;0;0;0;0;0.000;0.000
21189144;3019127;10.1186/1471-2091-11-49;1471-2091-11-49;BMC Biochemistry;Health Sciences;Biomedical Research;Biochemistry & Molecular Biology;5;False;True;Glyceraldehyde-3-phosphate dehydrogenase is largely unresponsive to low regulatory levels of hydrogen peroxide in Saccharomyces cerevisiae;56;51;False;False;False;;2010;7;True;0;0;0;0;0;0;0.000;0.000
25768847;4358885;10.1371/journal.pone.0119784;PONE-D-14-28963;PLoS ONE;General;General Science & Technology;General Science & Technology;3;True;False;High-Fat Diet-Induced Adiposity, Adipose Inflammation, Hepatic Steatosis and Hyperinsulinemia in Outbred CD-1 Mice;52;50;True;True;True;All relevant data are within the paper and its Supporting Information files.;2015;3;True;0;0;0;0;0;0;0.000;0.000
26703239;4690411;10.1186/s12879-015-1321-1;1321;BMC Infectious Diseases;Health Sciences;Biomedical Research;Microbiology;8;False;True;Cytomegalovirus infection and disease reduce 10-year cardiac allograft vasculopathy-free survival in heart transplant recipients;32;31;False;True;True;;2015;7;True;0;0;0;0;0;0;0.000;0.000
26527281;4630878;10.1186/s12985-015-0409-y;409;Virology Journal;Health Sciences;Biomedical Research;Virology;6;False;True;A model with combined viral and metabolic factors effectively predicts HBeAg status under long term entecavir therapy: a prospective cohort study;38;36;False;True;True;;2015;7;True;0;0;0;0;0;0;0.000;0.000
20025749;2808302;10.1186/1471-2318-9-58;1471-2318-9-58;BMC Geriatrics;Health Sciences;Clinical Medicine;Geriatrics;5;False;True;Relationship between home care service use and changes in the care needs level of Japanese elderly;42;35;False;False;False;;2009;7;True;0;0;0;0;0;0;0.000;0.000
24836605;4023925;10.1371/journal.pone.0096313;PONE-D-13-50021;PLoS ONE;General;General Science & Technology;General Science & Technology;9;True;False;Lung in Dengue: Computed Tomography Findings;32;29;False;True;True;;2014;5;True;0;0;0;0;0;0;0.000;0.000
27370326;4930586;10.1186/s12917-016-0764-y;764;BMC Veterinary Research;Applied Sciences;Agriculture, Fisheries & Forestry;Veterinary Sciences;6;False;True;Mucopolysaccharidosis VI in cats – clarification regarding genetic testing;43;37;True;True;True;All information supporting the conclusions of this debate article have been included within the article Supplementary File.;2016;7;True;0;0;0;0;0;0;0.000;0.000
16420693;1382251;10.1186/1476-4598-5-4;1476-4598-5-4;Molecular Cancer;Health Sciences;Clinical Medicine;Oncology & Carcinogenesis;2;False;True;The tumor suppressor DAL-1/4.1B and protein methylation cooperate in inducing apoptosis in MCF-7 breast cancer cells;53;53;False;False;False;;2006;1;True;0;0;0;0;0;0;0.000;0.000
23815472;3707768;10.1186/1471-2334-13-301;1471-2334-13-301;BMC Infectious Diseases;Health Sciences;Biomedical Research;Microbiology;10;False;True;Impact of a tenofovir disoproxil fumarate plus ritonavir-boosted protease inhibitor-based regimen on renal function in HIV-infected individuals: a prospective, multicenter study;32;28;False;True;False;;2013;7;True;0;0;0;0;0;0;0.000;0.000
23035666;3519788;10.1186/1471-2458-12-843;1471-2458-12-843;BMC Public Health;Health Sciences;Public Health & Health Services;Public Health;8;False;True;Cluster randomized controlled trial of a peer support program for people with diabetes: study protocol for the Australasian peers for progress study;44;30;False;False;False;;2012;7;True;0;0;0;0;0;0;0.000;0.000
29048532;5737730;10.1093/gigascience/gix091;gix091;GigaScience;;;;3;False;True;Lightning-fast genome variant detection with GROM;50;37;True;True;True;NA12878 raw short-read Illumina platinum WGS data, as well as pedigree-validated SNVs and indels, supporting the results in this study are available from the Database of Genotypes and Phenotypes under accession number phs001224.v1.p1 [41]. HX1 raw short-read Illumina WGS data supporting the results in this study are available from the National Center for Biotechnology Information (NCBI) Sequence Read Archive (SRA), study PRJNA301527 [42]. DGV-GS-validated SVs supporting the results in this study are available from the Database of Genomic Variants website [43]. Mills-GS-validated SVs supporting the results in this study are available as Supplementary Table S5 in the associated paper [27]. GIAB validation data supporting the results in this study are available from NCBI at separate locations for deletions (v. 3.3.1) [44] and insertions [45]. Pendleton PacBio–validated deletions and inversions supporting the results in this study are available as Supplementary Tables S5 and S6, respectively, in the associated paper [29]. Shi PacBio– and Shi IrysChip–validated SVs supporting the results in this study are available from the corresponding author’s website [46]. Human reference genomes hg19 and GRCh38 are available from the Broad Institute [47] and UCSC [48], respectively. Snapshots of the GROM project code are available via the Open Science Framework [49] and the GigaScience database, GigaDB [50].;2017;9;True;0;0;0;0;0;0;0.000;0.000
26762529;4712565;10.1186/s12934-015-0403-5;403;Microbial Cell Factories;Applied Sciences;Enabling & Strategic Technologies;Biotechnology;8;False;True;Downsizing a pullulanase to a small molecule with improved soluble expression and secretion efficiency in Escherichia coli;34;30;False;True;True;;2016;1;True;0;0;0;0;0;0;0.000;0.000
26499852;4619330;10.1186/s12939-015-0234-3;234;International Journal for Equity in Health;Health Sciences;Public Health & Health Services;Public Health;6;False;True;Development and validation of the Australian Aboriginal racial identity and self-esteem survey for 8–12 year old children (IRISE_C);27;11;False;True;True;;2015;7;True;0;0;0;0;0;0;0.000;0.000
21143891;3009972;10.1186/1743-7075-7-87;1743-7075-7-87;Nutrition & Metabolism;Health Sciences;Biomedical Research;Nutrition & Dietetics;4;False;True;Inflammatory modulation of exercise salience: using hormesis to return to a healthy lifestyle;106;106;False;False;False;;2010;7;True;0;0;0;0;0;0;0.000;0.000
25693179;4333296;10.1371/journal.pone.0117376;PONE-D-14-26854;PLoS ONE;General;General Science & Technology;General Science & Technology;5;True;False;Perceived Empathy of Service Providers Mediates the Association between Perceived Discrimination and Behavioral Intention to Take Up HIV Antibody Testing Again among Men Who Have Sex with Men;74;64;True;True;True;Participants were men who have sex with men, and the study questions included sensitive ones, such as sexual risk behaviors. Furthermore, during the consent process, the authors notified participants that their data would only be used for research purposes. For these reasons, data cannot be made publicly available. However, data will be made available to researchers upon request. Requests for the data, including the purpose of the study and the way that data will be used, etc. should be submitted to the Ethics Committee of the Chinese University of Hong Kong for approval. Readers may contact the first author (Jing Gu, gujing5@mail.sysu.edu.cn) or the corresponding author (Joseph Lau, jlau@cuhk.edu.hk) for information related to this study.;2015;2;True;0;0;0;0;0;0;0.000;0.000
23206573;3520811;10.1186/1746-1596-7-169;1746-1596-7-169;Diagnostic Pathology;Health Sciences;Clinical Medicine;Pathology;7;False;True;Sudden death as presenting symptom caused by cardiac primary multicentric left ventricle rhabdomyoma, in an 11-month-old baby. An immunohistochemical study;20;17;False;False;False;;2012;7;True;0;0;0;0;0;0;0.000;0.000
26678148;4683962;10.1186/s12862-015-0566-z;566;BMC Evolutionary Biology;Natural Sciences;Biology;Evolutionary Biology;1;False;True;An embryological perspective on the early arthropod fossil record;95;85;True;True;True;All supporting data are available in the article and in the cited references.;2015;7;True;0;0;0;0;0;0;0.000;0.000
24349568;3862834;10.1371/journal.pone.0084220;PONE-D-13-28023;PLoS ONE;General;General Science & Technology;General Science & Technology;4;True;False;Mannitol Enhances Antibiotic Sensitivity of Persister Bacteria in Pseudomonas aeruginosa Biofilms;51;49;False;False;False;;2013;7;True;0;0;0;0;0;0;0.000;0.000
24098122;3789761;10.1371/journal.ppat.1003666;PPATHOGENS-D-13-00855;PLoS Pathogens;Health Sciences;Biomedical Research;Virology;7;True;False;Ehrlichia chaffeensis Uses Its Surface Protein EtpE to Bind GPI-Anchored Protein DNase X and Trigger Entry into Mammalian Cells;60;59;False;False;False;;2013;10;True;0;0;0;0;0;0;0.000;0.000
28144294;5238613;10.3762/bjoc.12.220;;Beilstein Journal of Organic Chemistry;Natural Sciences;Chemistry;Organic Chemistry;4;False;True;Robust C–C bonded porous networks with chemically designed functionalities for improved CO2 capture from flue gas;28;28;False;True;True;;2016;7;True;0;0;0;0;0;0;0.000;0.000
;3846862;10.1186/1750-1326-8-S1-P21;1750-1326-8-S1-P21;Molecular Neurodegeneration;Health Sciences;Clinical Medicine;Neurology & Neurosurgery;2;False;True;O-GlcNAcylation increases non-amyloidogenic processing of the amyloid-β precursor protein (APP);2;2;False;False;False;;2013;7;True;0;0;0;0;0;0;0.000;0.000
24391725;3876993;10.1371/journal.pone.0082886;PONE-D-13-29037;PLoS ONE;General;General Science & Technology;General Science & Technology;37;True;False;Assessing the Effects of Climate on Host-Parasite Interactions: A Comparative Study of European Birds and Their Parasites;61;22;False;False;False;;2013;7;True;0;0;0;0;0;0;0.000;0.000
24295214;4046688;10.1186/1471-2164-14-845;5565;BMC Genomics;Applied Sciences;Enabling & Strategic Technologies;Bioinformatics;7;False;True;Genome-wide analysis of porcine backfat and intramuscular fat fatty acid composition using high-density genotyping and expression data;46;45;True;True;False;The complete microarray data set is available at Gene Expression Omnibus (GEO) under accession number GSE52626 (http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE52626);2013;7;True;0;0;0;0;0;0;0.000;0.000
28503359;5419839;10.1371/currents.outbreaks.d67aea257f572201f835772d7f188ba5;;PLoS Currents;;;;9;True;False;Maintaining Maternal and Child Health Services During the Ebola Outbreak: Experience from Pujehun, Sierra Leone;28;0;True;True;True;All data underlying the findings described in the manuscript are fully available without restriction.;2016;6;True;0;0;0;0;0;0;0.000;0.000
